Row,Document,Right Summary,Hallucinated Summary,True Label,Baseline Prediction,Phi3 Sentence Level Prediction,GPT4o Mini Sentence Level Prediction,GPT4o Sentence Level Prediction
14,"The Married at First Sight star who tried to leave her groom at the altar after deciding he was too ‘unattractive’ for her has finally admitted to having romantic feelings towards him. While the honeymoon period comes to an end for the couples on tonight's episode of the hit FYI reality series, as they all return home to celebrate the holidays with their spouses, whom they've known for a total of seven days, it seems that, for Jaclyn Methuen and Ryan Ranellone, the romance has only just begun. 'Day one, I was freaking out. Day seven, oh man, I have a crush on my husband,' 30-year-old Jaclyn says in a preview for the latest episode. Scroll down for video. Falling in love: Jaclyn Methuen caresses her new husband Ryan Ranellone's chin while lying in bed together on tonight's episode of Married at First Sight. Euphoric feeling: The 30-year-old is all smiles as she admits that she is developing a crush on her new husband. Meanwhile, Ryan tells the cameras that he remains dedicated to cultivating a real relationship with his new wife, whom he has been attracted to from day one. 'I am committed to making our marriage work,' the 29-year-old says. And, thankfully, after a week of awkward encounters and terse conversations, it looks like things are starting to take a turn for the better for the newlyweds. After being single for seven years, Jaclyn started their union by keeping Ryan at arm’s length and subconsciously putting him in the 'friend zone' throughout their honeymoon in Puerto Rico, with Ryan admitting in last week’s episode that that he was growing increasingly irritated with her insistence on calling him 'dude' and 'bro' when they were supposed to be acting like a married couple. Making it work: The couple share a laugh after they return home from their honeymoon in Puerto Rico. But it looks like the sales rep from Union, New Jersey, is finally seeing her spouse in a new light. As well as Jaclyn’s long-awaited confession about her romantic feelings for her husband, the preview clip also shows the couple laughing in bed together as she gently caresses his chin. Interestingly enough, while Jaclyn and Ryan initially appeared to be the couple with the most problems, but they are growing ever closer to one another – while the other newlyweds seem to be growing apart. Jessica Castro, 30, and Ryan DeNiro, 29, who were comfortable with each other from the start, spent the end of their honeymoon arguing over his choice of words during what should have been a romantic dinner date in Key Largo. During last week's episode, Jessica showed her new husband a photo of herself with her 'Monroe' lip piercing and was furious with his reaction, accusing him of calling it trashy. Growing together: Davina Kullar and Sean Varricchio hold hands as they return home from their romantic honeymoon in Colorado. Marriage woes: Ryan DeNiro and Jessica Castro are still going through a rough patch after he allegedly called her 'Monroe' lip-piercing 'trashy' last week. 'You just don't say that to a person,' she told him over dinner, and Ryan soon stormed out of the restaurant. And it looks like the two are still struggling to reconnect. While Jessica tells the cameras that things are 'really weird' between them, Ryan admits that he has a side of himself that 'sometimes isn't too pleasant'. 'I feel like I have to walk on egg shells around him,' Jessica adds. Meanwhile, Davina Kullar, 34, and Sean Varricchio, 35, appear to be moving forward with their marriage as they continue to build an emotional bond. 'We just got back from the honeymoon and the real life part of [marriage] really does begin,' she says of their whirlwind union.
","Jaclyn Methuen and Ryan Ranellone return home for the holidays after their honeymoon in Puerto Rico on tonight's episode of the reality show. The 30-year-old, from Union, New Jersey, nearly left her new husband at the altar because she wasn't physically attracted to him.
",,0,0,0,0,0
14,"The Married at First Sight star who tried to leave her groom at the altar after deciding he was too ‘unattractive’ for her has finally admitted to having romantic feelings towards him. While the honeymoon period comes to an end for the couples on tonight's episode of the hit FYI reality series, as they all return home to celebrate the holidays with their spouses, whom they've known for a total of seven days, it seems that, for Jaclyn Methuen and Ryan Ranellone, the romance has only just begun. 'Day one, I was freaking out. Day seven, oh man, I have a crush on my husband,' 30-year-old Jaclyn says in a preview for the latest episode. Scroll down for video. Falling in love: Jaclyn Methuen caresses her new husband Ryan Ranellone's chin while lying in bed together on tonight's episode of Married at First Sight. Euphoric feeling: The 30-year-old is all smiles as she admits that she is developing a crush on her new husband. Meanwhile, Ryan tells the cameras that he remains dedicated to cultivating a real relationship with his new wife, whom he has been attracted to from day one. 'I am committed to making our marriage work,' the 29-year-old says. And, thankfully, after a week of awkward encounters and terse conversations, it looks like things are starting to take a turn for the better for the newlyweds. After being single for seven years, Jaclyn started their union by keeping Ryan at arm’s length and subconsciously putting him in the 'friend zone' throughout their honeymoon in Puerto Rico, with Ryan admitting in last week’s episode that that he was growing increasingly irritated with her insistence on calling him 'dude' and 'bro' when they were supposed to be acting like a married couple. Making it work: The couple share a laugh after they return home from their honeymoon in Puerto Rico. But it looks like the sales rep from Union, New Jersey, is finally seeing her spouse in a new light. As well as Jaclyn’s long-awaited confession about her romantic feelings for her husband, the preview clip also shows the couple laughing in bed together as she gently caresses his chin. Interestingly enough, while Jaclyn and Ryan initially appeared to be the couple with the most problems, but they are growing ever closer to one another – while the other newlyweds seem to be growing apart. Jessica Castro, 30, and Ryan DeNiro, 29, who were comfortable with each other from the start, spent the end of their honeymoon arguing over his choice of words during what should have been a romantic dinner date in Key Largo. During last week's episode, Jessica showed her new husband a photo of herself with her 'Monroe' lip piercing and was furious with his reaction, accusing him of calling it trashy. Growing together: Davina Kullar and Sean Varricchio hold hands as they return home from their romantic honeymoon in Colorado. Marriage woes: Ryan DeNiro and Jessica Castro are still going through a rough patch after he allegedly called her 'Monroe' lip-piercing 'trashy' last week. 'You just don't say that to a person,' she told him over dinner, and Ryan soon stormed out of the restaurant. And it looks like the two are still struggling to reconnect. While Jessica tells the cameras that things are 'really weird' between them, Ryan admits that he has a side of himself that 'sometimes isn't too pleasant'. 'I feel like I have to walk on egg shells around him,' Jessica adds. Meanwhile, Davina Kullar, 34, and Sean Varricchio, 35, appear to be moving forward with their marriage as they continue to build an emotional bond. 'We just got back from the honeymoon and the real life part of [marriage] really does begin,' she says of their whirlwind union.
",,"The Married at First Sight star, Jaclyn Methuen, finally admits to falling in love with her new husband on tonight's episode of the hit reality series. Despite initial fears from the 30-year-old, their honeymoon in Puerto Rico has brought the newlyweds closer together. Meanwhile, other couples on the show are struggling to keep their marriages afloat during the holiday season.",1,0,0,1,0
15,"With a 'megadrought' forecast to hit the US in the coming decades, parched states are turning to increasingly radical solutions to fill their reservoirs. Arizona is leading the way with plans to create artificial rain clouds by flying planes over the Rockies and seeding the sky with silver iodide. They hope the technology will allow them to mitigate some of the worst impacts of climate change – but not everyone is convinced. With a 'megadrought' forecast to hit the US in the coming decades, parched states are turning to increasingly radical solutions to fill their reservoirs. Arizona is leading the way with plans to create artificial rain clouds by flying planes over the Rockies, and seeding the sky with silver iodide. The process of cloud seeding was first proposed in the 1940s at the General Electric labs in Schenectady, New York. Two decades later, the Central Arizona Project and the Salt River Project invested in research to make it a reality. 'It hasn't been taken off the table as a potential tool as we work our way through drought now and in the future,' Nancy Selover, Arizona's state climatologist told Becky Brisley at Cronkite News. Since 2007, CAP has put about $1 million toward research happening in other states to increase the supply of water in the Colorado River system. Water in the air, even in dry areas, can be transformed into ice crystals by using planes to seed the atmosphere with chemicals such as silver iodide or dry ice. If it seems like it never stops raining, blame the Russians. Or even the North Koreans. CIA chiefs fear hostile nations are trying to manipulate the world's weather, a conference heard in February. A leading academic told how he got a mysterious phone call asking whether foreign countries could be triggering droughts or flooding. Professor Alan Robock, from Rutgers University in New Jersey, said: 'Consultants working for the CIA rang and said we'd like to know if someone is controlling the world's climate would we know about it? 'Of course they were also asking - if we control someone else's climate would they then know about it.' The professor is one of many scientists from around the world are actively looking at manipulating the weather as a way of combating climate change. Professor Robock told the callers that any attempts to meddle with the weather on a large scale would be detectable. The system works on the premise that rainfall takes place when supercooled droplets of water form ice crystals. As a result they become too heavy to remain suspended in the air, and fall, often melting on their way down to form rain. Water in the air, even in dry areas, can be transformed into ice crystals by seeding the atmosphere with chemicals such as silver iodide or dry ice. They create rain by inducing nucleation – a process in which water is in the air condenses around the particles and crystallises to form ice. But some scientists are concerned about silver building up in river basins, as well as legal uncertainties over who should get the additional water. Compared to other alternatives, such as desalinating seawater, cloud seeding is the cheapest option, though it isn't going to be a drought-buster on its own. In a recent Wyoming Weather Modification pilot project, the technology resulted in an increase of seasonal snow water accumulations of 5 to 15 per cent. But Selover, the state climatologist, told Cronkite News that the trickiest part of cloud seeding is measuring whether an area got more rainfall. 'So the effectiveness of it is in doubt,' she said. 'It's not that it's completely ineffective – they're pretty sure it has some impact – but it's pretty hard to measure.' Some scientists are concerned about silver building up in river basins, as well as legal uncertainties over who should get the additional water. Pictured is Lake Powell, near Page, Arizona.
","Central Arizona Project invested $1 million to research cloud seeding. Process involves seeding clouds over the Rockies with silver iodide. Some scientists are concerned about silver building up in river basins. There are also legal uncertainties over who should get additional water.
",,0,0,0,0,0
15,"With a 'megadrought' forecast to hit the US in the coming decades, parched states are turning to increasingly radical solutions to fill their reservoirs. Arizona is leading the way with plans to create artificial rain clouds by flying planes over the Rockies and seeding the sky with silver iodide. They hope the technology will allow them to mitigate some of the worst impacts of climate change – but not everyone is convinced. With a 'megadrought' forecast to hit the US in the coming decades, parched states are turning to increasingly radical solutions to fill their reservoirs. Arizona is leading the way with plans to create artificial rain clouds by flying planes over the Rockies, and seeding the sky with silver iodide. The process of cloud seeding was first proposed in the 1940s at the General Electric labs in Schenectady, New York. Two decades later, the Central Arizona Project and the Salt River Project invested in research to make it a reality. 'It hasn't been taken off the table as a potential tool as we work our way through drought now and in the future,' Nancy Selover, Arizona's state climatologist told Becky Brisley at Cronkite News. Since 2007, CAP has put about $1 million toward research happening in other states to increase the supply of water in the Colorado River system. Water in the air, even in dry areas, can be transformed into ice crystals by using planes to seed the atmosphere with chemicals such as silver iodide or dry ice. If it seems like it never stops raining, blame the Russians. Or even the North Koreans. CIA chiefs fear hostile nations are trying to manipulate the world's weather, a conference heard in February. A leading academic told how he got a mysterious phone call asking whether foreign countries could be triggering droughts or flooding. Professor Alan Robock, from Rutgers University in New Jersey, said: 'Consultants working for the CIA rang and said we'd like to know if someone is controlling the world's climate would we know about it? 'Of course they were also asking - if we control someone else's climate would they then know about it.' The professor is one of many scientists from around the world are actively looking at manipulating the weather as a way of combating climate change. Professor Robock told the callers that any attempts to meddle with the weather on a large scale would be detectable. The system works on the premise that rainfall takes place when supercooled droplets of water form ice crystals. As a result they become too heavy to remain suspended in the air, and fall, often melting on their way down to form rain. Water in the air, even in dry areas, can be transformed into ice crystals by seeding the atmosphere with chemicals such as silver iodide or dry ice. They create rain by inducing nucleation – a process in which water is in the air condenses around the particles and crystallises to form ice. But some scientists are concerned about silver building up in river basins, as well as legal uncertainties over who should get the additional water. Compared to other alternatives, such as desalinating seawater, cloud seeding is the cheapest option, though it isn't going to be a drought-buster on its own. In a recent Wyoming Weather Modification pilot project, the technology resulted in an increase of seasonal snow water accumulations of 5 to 15 per cent. But Selover, the state climatologist, told Cronkite News that the trickiest part of cloud seeding is measuring whether an area got more rainfall. 'So the effectiveness of it is in doubt,' she said. 'It's not that it's completely ineffective – they're pretty sure it has some impact – but it's pretty hard to measure.' Some scientists are concerned about silver building up in river basins, as well as legal uncertainties over who should get the additional water. Pictured is Lake Powell, near Page, Arizona.
",,"Arizona is leading the way in its fight against climate change by using technology to create artificial rain clouds. By using planes to seed the atmosphere with chemicals such as silver iodide, the state hopes to mitigate some of the worst impacts of climate change. But some scientists are concerned about the potential buildup of silver in river basins and the legal uncertainties over who should get the additional water.",1,0,0,0,0
16,"Wladimir Klitschko has reached rare territory among heavyweight champions. Now, in his ninth year as champion, Klitschko is catching Joe Louis and Larry Holmes in successful defences. When Klitschko faces Bryant Jennings on April 25 at New York's Madison Square Garden, he will risk his heavyweight belt for the 18th time. A win over Jennings will place Klitschko within one successful defense of Holmes but he would still need six additional wins to match Louis' record of 25. Wladimir Klitschko works out in the ring in front of the media ahead of his fight against Bryant Jennings. Klitschko lands a right hand during a sparring session in front of the watching media in Florida. 'With all respect to Louis and Larry Holmes, they're icons for me, I don't want to be compared with them because they are fighters I always have looked up to,' Klitschko said. 'As an outsider (media) can observe the fights and title defenses, you keep track. I'm an insider.' Nonetheless, Klitschko has made deep inroads during his second heavyweight stint that began with a seventh-round technical knockout win over Chris Byrd for a sanctioning body title in April 2006. Rocky Marciano, Muhammad Ali or Mike Tyson never enjoyed a title run as long as the native of Ukraine and part-time Hollywood, Florida resident. 'My mind is in a tunnel; I'm getting ready for the next bout,' Klitschko said. 'And I'm excited about the challenge. I do not compare myself with the records of those guys - Joe Louis and Larry Holmes. I just enjoy my game.' Klitschko built the impressive streak of title defences at a time when American heavyweights have faded from contention. Until Deontay Wilder's victory over Bermane Stiverne on January 17, no American held a piece of the heavyweight title since 2006. Klitschko is closing in on the record number of defences of the heavyweight title set by Joe Louis. Victory for the Ukrainian will take him to within one win of Larry Holmes' 19 defences. Wilder looks for a lengthy reign while Jennings, of Philadelphia, seeks to tilt the division's power more toward to its once-dominant base. 'Every opponent is different and we will see how Bryant Jennings can hold the pressure,' Klitschko said. 'As my former coach, Emmanuel Steward said, `on fight night, when you step into the ring, welcome to big time boxing.' 'How is Bryant Jennings going to hold to big-time boxing and get along with that? We'll see.' Jennings earned the opportunity to face Klitschko after his split-decision victory over fellow contender Mike Perez last July. 'Bryant Jennings is going to bring a lot of excitement and a lot of energy into the ring,' Klitschko said. 'This fight is going to be nothing but exciting.' Jennings defends his unbeaten record when he takes on Klitschko later this month in New York. Klitschko is keen to face Deontay Wilder (left) in a unification clash later in his career. Klitschko believes boxing is enjoying a revival. Attention toward the sport has increased with the build-up to the mega-fight between welterweight champions Floyd Mayweather and Manny Pacquiao on May 2 in Las Vegas. And Klitschko also predicts a future unification bout between him and Wilder would be appealing to fight fans that distanced themselves from the heavyweight division after Tyson's retirement. 'The demand is shifting back and forth and during the time when boxing was less popular in the heavyweight division, because of the lack of good (American) prospects, it shifted to Europe,' said Klitschko, who will make his first US appearance in seven years. 'You cannot say boxing was dead or unpopular. The attention shifted to different continents. And now the demand for boxing is big and I'm really excited to be back in the States. 'I believe Deontay is an extremely talented athlete. We've sparred enough that we know each other well. I believe a unification fight is something the public wants.'
","Wladimir Klitschko takes on Bryant Jennings in New York on April 23. Victory will take him to within one of Larry Holmes' record of 19 defences. Klitschko would need another six wins after that to match Joe Louis. The Ukrainian hopes to face Deontay Wilder in a unification clash. CLICK HERE for all the latest news from the world of boxing.
",,0,1,0,1,1
16,"Wladimir Klitschko has reached rare territory among heavyweight champions. Now, in his ninth year as champion, Klitschko is catching Joe Louis and Larry Holmes in successful defences. When Klitschko faces Bryant Jennings on April 25 at New York's Madison Square Garden, he will risk his heavyweight belt for the 18th time. A win over Jennings will place Klitschko within one successful defense of Holmes but he would still need six additional wins to match Louis' record of 25. Wladimir Klitschko works out in the ring in front of the media ahead of his fight against Bryant Jennings. Klitschko lands a right hand during a sparring session in front of the watching media in Florida. 'With all respect to Louis and Larry Holmes, they're icons for me, I don't want to be compared with them because they are fighters I always have looked up to,' Klitschko said. 'As an outsider (media) can observe the fights and title defenses, you keep track. I'm an insider.' Nonetheless, Klitschko has made deep inroads during his second heavyweight stint that began with a seventh-round technical knockout win over Chris Byrd for a sanctioning body title in April 2006. Rocky Marciano, Muhammad Ali or Mike Tyson never enjoyed a title run as long as the native of Ukraine and part-time Hollywood, Florida resident. 'My mind is in a tunnel; I'm getting ready for the next bout,' Klitschko said. 'And I'm excited about the challenge. I do not compare myself with the records of those guys - Joe Louis and Larry Holmes. I just enjoy my game.' Klitschko built the impressive streak of title defences at a time when American heavyweights have faded from contention. Until Deontay Wilder's victory over Bermane Stiverne on January 17, no American held a piece of the heavyweight title since 2006. Klitschko is closing in on the record number of defences of the heavyweight title set by Joe Louis. Victory for the Ukrainian will take him to within one win of Larry Holmes' 19 defences. Wilder looks for a lengthy reign while Jennings, of Philadelphia, seeks to tilt the division's power more toward to its once-dominant base. 'Every opponent is different and we will see how Bryant Jennings can hold the pressure,' Klitschko said. 'As my former coach, Emmanuel Steward said, `on fight night, when you step into the ring, welcome to big time boxing.' 'How is Bryant Jennings going to hold to big-time boxing and get along with that? We'll see.' Jennings earned the opportunity to face Klitschko after his split-decision victory over fellow contender Mike Perez last July. 'Bryant Jennings is going to bring a lot of excitement and a lot of energy into the ring,' Klitschko said. 'This fight is going to be nothing but exciting.' Jennings defends his unbeaten record when he takes on Klitschko later this month in New York. Klitschko is keen to face Deontay Wilder (left) in a unification clash later in his career. Klitschko believes boxing is enjoying a revival. Attention toward the sport has increased with the build-up to the mega-fight between welterweight champions Floyd Mayweather and Manny Pacquiao on May 2 in Las Vegas. And Klitschko also predicts a future unification bout between him and Wilder would be appealing to fight fans that distanced themselves from the heavyweight division after Tyson's retirement. 'The demand is shifting back and forth and during the time when boxing was less popular in the heavyweight division, because of the lack of good (American) prospects, it shifted to Europe,' said Klitschko, who will make his first US appearance in seven years. 'You cannot say boxing was dead or unpopular. The attention shifted to different continents. And now the demand for boxing is big and I'm really excited to be back in the States. 'I believe Deontay is an extremely talented athlete. We've sparred enough that we know each other well. I believe a unification fight is something the public wants.'
",,"Boxer Wladimir Klitschko is set to score his nineteenth win at the Madison Square Garden in New York on April 25, breaking Larry Holmes' record of 18 wins. He now only needs six more wins to match Joe Louis' record of 25. Klitschko has expressed his determination to beat these records despite his opponents coming from less popular continents. He is also keen to face Deontay Wilder in a unification clash in the future.",1,1,1,1,1
17,"London (CNN)Congolese immigrant Tarsis Mboma Thale has a small business selling T-shirts in Johannesburg, South Africa. Thale's job normally requires him to walk the streets of the city he has called home for the past few years. But at the moment, he says, this is not an option. Because he is simply too afraid. The reason is a wave of anti-immigrant violence that has swept the country in recent days, leaving several dead as authorities scrambled to detain those responsible and prevent further bloodshed. The cause of this surge in violence is murky, with some blaming alleged inflammatory comments about foreign nationals from the Zulu king, local media reported, others saying a labor dispute between locals and foreigners back in March turned nasty. Unemployment in impoverished areas has also been a factor. The violence has caused thousands of immigrants to seek refuge at police stations and shelters. Thale fears he'll be attacked if he goes to work. ""I'm scared to go to town because I do not know when these people can attack and it's stressful for me,"" he told CNN. ""We're close to month end -- how am I going to pay the rent and feed my wife?"" CNN spoke to several immigrants living and working in South Africa about the crisis, which has caused South African President Jacob Zuma to postpone an overseas visit and left authorities scrambling to prevent further clashes. On Tuesday the country's Defense Minister said South Africa would deploy troops to areas where police spread too thin in order to halt the attacks. Zimbabwe immigrant Stanley Ndlovu says he is so frightened he dare not venture outside, not even to go to the local mall. He works in Johannesburg as a cleaner and gardener, and also runs a small tuck shop where workers can buy food and basic supplies at his place of work. It's a role he hears many South Africans say should belong to them alone. He feels the South African government has been far too slow to respond to the violence, which has erupted intermittently in various cities over the past few years. ""To stop violence they need to arrest and sentence the perpetrators,"" he says. Meanwhile, Eric Kalonji left the Democratic Republic of Congo and arrived in the South African capital in 2012, working as a waiter until the restaurant he worked at closed in January. Now devoting himself to his studies in New Zealand, he feels that the situation in South Africa is more complex than a simple case of ""us versus them."" He believes the blame lies heavily on what he calls the government's failure to provide its people with jobs and education. ""This xenophobia thing is the result of a deeper malaise (in) South Africans"" he says. ""A better policy from the government should be empowering the people with wider access to education so that they will qualify for the jobs that they say they deserve."" OPINION: Labeling South Africa turmoil 'xenophobia' scapegoats poor blacks. Kodwo Amissah Benyi, a hotel receptionist originally from Ghana, now lives in the town of Louis Trichardt in South Africa's Limpopo province. He's far from the worst of the violence, but still close enough to follow the news with alarm. ""I fear it may spread because I don't know what may spark unrest,"" he said. However he praised the government's response to the attacks. ""The government is in crisis mode and Pretoria (the South African government) is responding well by verbally condemning the attacks and showing force on the ground,"" he said.
","Wave of deadly anti-immigrant violence has caused thousands to flee their homes in South Africa. Immigrants fear further attacks despite clamp down by authorities. ""How am I going to pay the rent and feed my wife?"" says one man.
",,0,1,0,1,0
17,"London (CNN)Congolese immigrant Tarsis Mboma Thale has a small business selling T-shirts in Johannesburg, South Africa. Thale's job normally requires him to walk the streets of the city he has called home for the past few years. But at the moment, he says, this is not an option. Because he is simply too afraid. The reason is a wave of anti-immigrant violence that has swept the country in recent days, leaving several dead as authorities scrambled to detain those responsible and prevent further bloodshed. The cause of this surge in violence is murky, with some blaming alleged inflammatory comments about foreign nationals from the Zulu king, local media reported, others saying a labor dispute between locals and foreigners back in March turned nasty. Unemployment in impoverished areas has also been a factor. The violence has caused thousands of immigrants to seek refuge at police stations and shelters. Thale fears he'll be attacked if he goes to work. ""I'm scared to go to town because I do not know when these people can attack and it's stressful for me,"" he told CNN. ""We're close to month end -- how am I going to pay the rent and feed my wife?"" CNN spoke to several immigrants living and working in South Africa about the crisis, which has caused South African President Jacob Zuma to postpone an overseas visit and left authorities scrambling to prevent further clashes. On Tuesday the country's Defense Minister said South Africa would deploy troops to areas where police spread too thin in order to halt the attacks. Zimbabwe immigrant Stanley Ndlovu says he is so frightened he dare not venture outside, not even to go to the local mall. He works in Johannesburg as a cleaner and gardener, and also runs a small tuck shop where workers can buy food and basic supplies at his place of work. It's a role he hears many South Africans say should belong to them alone. He feels the South African government has been far too slow to respond to the violence, which has erupted intermittently in various cities over the past few years. ""To stop violence they need to arrest and sentence the perpetrators,"" he says. Meanwhile, Eric Kalonji left the Democratic Republic of Congo and arrived in the South African capital in 2012, working as a waiter until the restaurant he worked at closed in January. Now devoting himself to his studies in New Zealand, he feels that the situation in South Africa is more complex than a simple case of ""us versus them."" He believes the blame lies heavily on what he calls the government's failure to provide its people with jobs and education. ""This xenophobia thing is the result of a deeper malaise (in) South Africans"" he says. ""A better policy from the government should be empowering the people with wider access to education so that they will qualify for the jobs that they say they deserve."" OPINION: Labeling South Africa turmoil 'xenophobia' scapegoats poor blacks. Kodwo Amissah Benyi, a hotel receptionist originally from Ghana, now lives in the town of Louis Trichardt in South Africa's Limpopo province. He's far from the worst of the violence, but still close enough to follow the news with alarm. ""I fear it may spread because I don't know what may spark unrest,"" he said. However he praised the government's response to the attacks. ""The government is in crisis mode and Pretoria (the South African government) is responding well by verbally condemning the attacks and showing force on the ground,"" he said.
",,South Africa is on the brink of collapse because of a surge in anti-immigrant violence led by the Zulu king's inflammatory comments targeting immigrants. Immigrants are fleeing in droves leaving the government in crisis mode.,1,1,1,1,1
18,"David and Victoria Beckham have won a planning battle against their next-door neighbour over proposals to install air-conditioning at his new mansion. The A-list couple want to install air-con in five rooms including the luxury gym and large wine cellar at the £31.5 million west London home. But one neighbour was furious with the proposals, claiming it 'will affect the historic character of the Victorian house of the streets, my house included'. Another Beckham victory: David and Victoria have won a planning battle against their next-door neighbour over proposals to install air-conditioning at their new mansion in west London. Portfolio: The couple, pictured, have won planning permission to improve their mansion, which will become their main UK residence. They already have homes in California, France and Dubai. The neighbour expressed 'deep concerns' about the impact of noise, vibration, dirt, pollution and dust from the construction. But other locals gave their support to the Beckhams and the Royal Borough of Kensington and Chelsea Council has approved the plans subject to minor conditions. A report from the council said the air-conditioning would have minimal impact on the significance of the listed building and the noise from the units would comply with the borough's criteria. Jonathan Bore, the executive director for planning and development, said: 'The proposals would safeguard the special architectural and historic interest of the listed building, would preserve the character and appearance of the conservation area, would preserve the living conditions of neighbouring occupiers, and would have an acceptable impact on trees.' The Beckhams bought the grand property in Holland Park for £31.5 million in cash in 2013. With the help of designer Rose Uniacke, they are restoring the Grade II listed mansion to its former glory. It is a slow process with photos sent to the council last year showing the house had been stripped ahead of its overhaul. Plans: The first floor will belong to David and Victoria, and boast a huge bedroom, an even bigger dressing room and an en-suite bathroom. The house will include rooms for hairdressing, manicures and make-up, as well as separate rooms for 40-year-old Victoria's shoe collection. Architect's impression: When ready, the property will have six-bedrooms, a gym, study, office, playroom, cinema and large drawing room. When ready, the property will have six-bedrooms, a gym, study, office, playroom, cinema and large drawing room. The first floor will belong to David and Victoria, and boast a huge bedroom, an even bigger dressing room and an en-suite bathroom. There is also a separate mews house at the foot of the garden which will also be renovated. One local described the plans as a 'prudent and sensible set of alterations which will add to the value of the property over the long term'. A neighbour nearby added that councils should be encouraging the likes of the Beckhams to 'restore these beautiful houses to their former glory'. Estate agents have estimated the property could be worth as much as £42 million when completed. Old pad: The Beckhams reportedly sold their former house in Hertfordshire, dubbed Beckingham Palace, pictured, for £11.5million - making an estimated £9million profit.
","Beckhams are spending £5m on renovations on west London mansion. Property will have gym, wine cellar and rooms for  manicures and make-up. Neighbour unhappy air-con plans 'will damage historic character' of street. Council sided with Beckhams in row and approved planning application.
",,0,1,0,1,1
18,"David and Victoria Beckham have won a planning battle against their next-door neighbour over proposals to install air-conditioning at his new mansion. The A-list couple want to install air-con in five rooms including the luxury gym and large wine cellar at the £31.5 million west London home. But one neighbour was furious with the proposals, claiming it 'will affect the historic character of the Victorian house of the streets, my house included'. Another Beckham victory: David and Victoria have won a planning battle against their next-door neighbour over proposals to install air-conditioning at their new mansion in west London. Portfolio: The couple, pictured, have won planning permission to improve their mansion, which will become their main UK residence. They already have homes in California, France and Dubai. The neighbour expressed 'deep concerns' about the impact of noise, vibration, dirt, pollution and dust from the construction. But other locals gave their support to the Beckhams and the Royal Borough of Kensington and Chelsea Council has approved the plans subject to minor conditions. A report from the council said the air-conditioning would have minimal impact on the significance of the listed building and the noise from the units would comply with the borough's criteria. Jonathan Bore, the executive director for planning and development, said: 'The proposals would safeguard the special architectural and historic interest of the listed building, would preserve the character and appearance of the conservation area, would preserve the living conditions of neighbouring occupiers, and would have an acceptable impact on trees.' The Beckhams bought the grand property in Holland Park for £31.5 million in cash in 2013. With the help of designer Rose Uniacke, they are restoring the Grade II listed mansion to its former glory. It is a slow process with photos sent to the council last year showing the house had been stripped ahead of its overhaul. Plans: The first floor will belong to David and Victoria, and boast a huge bedroom, an even bigger dressing room and an en-suite bathroom. The house will include rooms for hairdressing, manicures and make-up, as well as separate rooms for 40-year-old Victoria's shoe collection. Architect's impression: When ready, the property will have six-bedrooms, a gym, study, office, playroom, cinema and large drawing room. When ready, the property will have six-bedrooms, a gym, study, office, playroom, cinema and large drawing room. The first floor will belong to David and Victoria, and boast a huge bedroom, an even bigger dressing room and an en-suite bathroom. There is also a separate mews house at the foot of the garden which will also be renovated. One local described the plans as a 'prudent and sensible set of alterations which will add to the value of the property over the long term'. A neighbour nearby added that councils should be encouraging the likes of the Beckhams to 'restore these beautiful houses to their former glory'. Estate agents have estimated the property could be worth as much as £42 million when completed. Old pad: The Beckhams reportedly sold their former house in Hertfordshire, dubbed Beckingham Palace, pictured, for £11.5million - making an estimated £9million profit.
",,Beckhams win a planning battle against neighbour's complaints and are set to turn their west London mansion into a six-bedroom palace with its very own movie theatre.,1,0,0,1,0
